algorithm,parallel,delta,graph_size,graph_density,n_threads,time,n_repeat
ParallelDeltaStepping,1,4,10000,0.3,25,119.135,1
ParallelDeltaStepping,1,6,10000,0.3,25,146.966,1
ParallelDeltaStepping,1,8,10000,0.3,25,162.411,1
DeltaStepping,0,1,10000,0.5,1,2031.24,1
DeltaStepping,0,2,10000,0.5,1,2623.51,1
DeltaStepping,0,4,10000,0.5,1,3200.6,1
DeltaStepping,0,6,10000,0.5,1,3160.63,1
DeltaStepping,0,8,10000,0.5,1,3069.04,1
DijkstraSequential,0,-1,10000,0.5,1,690.051,1
ParallelDeltaStepping,1,1,10000,0.5,2,302.777,1
ParallelDeltaStepping,1,2,10000,0.5,2,425.619,1
ParallelDeltaStepping,1,4,10000,0.5,2,519.259,1
ParallelDeltaStepping,1,6,10000,0.5,2,550.226,1
ParallelDeltaStepping,1,8,10000,0.5,2,568.788,1
ParallelDeltaStepping,1,1,10000,0.5,4,199.982,1
ParallelDeltaStepping,1,2,10000,0.5,4,268.823,1
ParallelDeltaStepping,1,4,10000,0.5,4,323.258,1
ParallelDeltaStepping,1,6,10000,0.5,4,348.567,1
ParallelDeltaStepping,1,8,10000,0.5,4,364.885,1
ParallelDeltaStepping,1,1,10000,0.5,8,143.364,1
ParallelDeltaStepping,1,2,10000,0.5,8,166.037,1
ParallelDeltaStepping,1,4,10000,0.5,8,197.865,1
ParallelDeltaStepping,1,6,10000,0.5,8,212.63,1
ParallelDeltaStepping,1,8,10000,0.5,8,256.814,1
ParallelDeltaStepping,1,1,10000,0.5,12,115.616,1
ParallelDeltaStepping,1,2,10000,0.5,12,157.125,1
ParallelDeltaStepping,1,4,10000,0.5,12,194.422,1
ParallelDeltaStepping,1,6,10000,0.5,12,218.088,1
ParallelDeltaStepping,1,8,10000,0.5,12,226.704,1
ParallelDeltaStepping,1,1,10000,0.5,16,119.202,1
ParallelDeltaStepping,1,2,10000,0.5,16,149.149,1
ParallelDeltaStepping,1,4,10000,0.5,16,186.585,1
